0,2,36.6,4,3.7,15,1,1,0
1,2,28.5,4,4.5,18,1,4,1
1,2,43.5,4,3.7,15,1,1,0
0,2,24.7,4,4.8,15,0,1,0
1,1,18.5,4,3,13,1,1,0
1,2,32.9,4,3,12,1,1,0
1,2,36.5,4,3,12,1,2,0
1,2,45.6,4,4.5,16,1,1,0
1,2,41.9,4,4.4,15,0,1,0
0,2,35,4,4.6,14,1,1,0
1,2,19.6,4,4.1,13,1,4,0
0,2,28.7,4,5.4,18,0,2,0
1,2,33.4,4,3,12,1,3,0
1,2,38.4,4,6,14,1,2,0
1,1,20.4,4,2,12,1,3,0
0,1,43.4,4,4.1,12,1,2,0
1,2,34.5,4,4.2,12,1,1,0
1,2,51.7,4,4.2,12,1,1,0
1,1,23.7,4,3.1,14,1,4,0
0,1,51.1,4,3.1,13,1,4,0
1,1,26.5,4,5.9,18,0,1,0
1,2,46.4,4,4,13,1,4,0
1,2,47.5,4,5.4,18,0,1,0
1,1,27.9,4,4.3,14,1,1,0
1,2,23.8,4,3.7,15,1,1,0
0,2,50.2,4,6,18,0,3,0
1,2,34.3,4,3,13,1,2,0
1,1,40.1,4,3.7,14,1,1,0
1,1,44.9,4,3,12,1,2,0
1,2,32.9,4,5,16,1,4,0
1,1,21.4,4,3.1,14,1,1,0
1,1,45.4,4,3.6,15,1,4,0
0,1,21.7,4,4.1,12,0,2,0
1,1,48.8,4,4.6,16,1,2,0
1,2,35.4,4,3,13,1,2,0
1,2,65.1,4,5.2,18,0,1,0
0,2,37.5,4,3.3,12,0,3,0
1,1,59.4,4,3.6,14,1,4,0
1,2,33.5,4,3.9,14,0,2,0
0,1,39.8,4,3,13,1,1,0
1,2,23.6,4,4.9,16,0,1,0
1,2,26.8,4,3.8,15,1,1,0
1,1,46.2,4,5.6,18,1,1,0
1,2,19.7,4,3,14,1,1,0
1,2,19.6,4,3,13,1,1,0
0,2,39.2,4,3,13,1,2,0
1,2,20.6,4,4.8,15,1,3,0
1,2,32.1,4,3.8,14,0,3,0
1,2,67,4,4.6,14,1,1,0
1,2,22,4,3.8,14,1,4,0
1,1,41.6,4,5.1,17,1,2,0
1,2,47,4,5.6,18,0,1,0
0,1,49,4,4.9,15,1,2,0
0,1,35.3,4,3,13,1,4,0
1,1,50.1,4,3.1,12,1,4,0
1,2,32.1,4,3,12,1,1,0
1,1,42.5,4,3,12,1,1,0
1,2,25,4,3.6,15,1,1,0
0,1,42.8,4,5.9,17,1,2,0
1,1,21.1,4,4.1,13,1,1,0
1,1,44.3,4,5.9,18,0,3,0
1,1,30.8,4,4.3,13,1,1,0
1,1,21.9,4,3.9,14,1,2,0
1,2,29.5,4,4.4,15,1,1,0
1,1,24.5,4,4,14,1,4,0
1,2,24.9,4,3,12,1,2,0
1,1,27,4,5.1,17,1,1,0
1,1,19.4,4,3.7,13,1,1,0
0,1,37.5,4,3.2,14,1,4,0
1,1,25.2,4,4.7,13,1,4,0
1,1,51.3,4,4,15,1,2,0
1,1,54.4,4,5.1,18,0,4,0
0,1,44.1,4,5.5,15,1,3,0
1,1,31,4,3,12,0,1,0
1,2,29.2,4,3.2,14,1,1,0
1,2,43.4,4,2,12,0,1,0
1,2,42.5,4,4.2,15,0,1,0
0,2,32.8,4,4.6,15,0,1,0
1,1,22.9,4,5.1,16,1,4,0
1,2,31.8,4,4.2,15,1,1,0
1,1,29.7,4,5.3,13,1,1,0
1,1,18.7,4,5.5,17,1,3,0
1,1,18.8,4,4.7,13,1,2,0
1,2,27.8,4,4.1,13,1,4,0
1,2,32.9,4,4.1,15,1,1,0
1,2,23.4,4,4.4,14,1,1,0
0,1,35.8,4,3.9,12,0,3,0
1,1,19.1,4,5.1,18,1,2,0
1,1,20.6,4,4.3,13,1,2,0
1,2,51,4,3,13,0,1,0
1,2,34.9,4,5.1,13,1,2,0
0,2,48.7,4,4,15,0,1,0
1,2,24.4,4,4.3,15,1,1,0
1,2,41.4,4,3.1,13,0,2,0
1,2,36.8,4,3.3,13,0,2,0
1,2,27.8,4,3.3,12,0,3,0
1,2,28.1,4,3,12,1,4,0
1,1,23,4,5.1,18,1,1,0
1,1,27.2,4,4.7,14,1,4,0
1,1,47.8,4,5.3,18,1,2,0
1,2,49,4,4.9,16,0,1,0
1,1,25.6,4,3.6,15,1,1,0
1,2,29.9,4,5.8,18,1,2,0
1,2,20,4,4.1,13,1,1,0
1,1,25.6,4,3,13,1,4,0
1,2,34.3,4,4.6,13,1,4,0
1,2,25,4,4.3,15,1,2,0
1,2,32.9,4,3,12,0,3,0
1,2,23.7,4,4.5,14,1,1,0
1,2,28.5,4,4.2,13,1,1,0
0,2,40.1,4,4.8,14,1,1,0
1,1,40.4,4,2.9,12,0,1,0
0,2,38.5,4,3,12,1,1,0
1,1,22.6,4,3.3,12,1,2,0
1,1,32.4,4,3,12,1,1,0
1,1,24.8,4,4.9,15,1,1,0
1,2,38.2,4,4.7,15,1,3,0
1,2,29.7,4,4.1,14,1,1,0
0,2,44.7,4,3,13,1,1,0
1,2,28.9,4,3.2,13,1,3,0
0,2,28.2,4,3.4,14,1,2,0
1,2,44.1,4,4.6,13,1,1,0
1,1,23.2,4,4.4,15,1,1,0
1,2,29.6,4,3,12,0,1,0
1,2,23.4,4,4.7,17,1,4,0
1,1,28.8,4,3.6,13,1,4,0
1,1,43.8,4,4.2,12,1,3,0
1,1,26.8,4,3.7,15,0,4,0
1,1,23.3,4,5.6,18,1,1,0
1,1,19.2,4,5.5,18,1,2,0
1,2,19.9,4,5.6,18,1,1,0
1,2,36,4,3,13,0,4,0
1,2,21.4,4,3.7,15,1,1,0
1,2,40.3,4,4.4,15,0,1,0
1,2,45.1,4,5.3,12,1,1,0
1,1,38.6,4,2.2,14,1,3,0
1,2,50.1,4,3.9,15,1,4,0
1,2,20.2,4,5.5,13,1,3,0
1,2,23.1,4,6,12,1,4,0
1,1,19,4,3,12,1,1,0
1,2,42.4,4,5.5,17,1,4,0
1,2,43.2,4,5.4,14,1,1,0
1,1,40.3,4,4.2,13,1,3,0
1,1,35.9,4,5.2,13,1,1,0
1,2,23.6,4,4.7,15,1,2,0
0,2,38,4,3.6,14,1,4,0
0,2,32.4,4,3.8,14,1,3,0
1,2,27.8,4,3.9,13,1,4,0
1,1,44.8,4,4.4,14,1,4,0
1,1,37.6,4,3.3,14,1,1,0
1,1,43,4,4.2,13,1,2,0
1,1,19.4,4,3.1,14,1,2,0
1,2,40.9,4,3,12,0,2,0
0,2,46.1,4,4.5,13,1,1,0
1,1,46.6,4,5.7,12,1,4,0
1,2,30.4,4,3,12,0,3,0
1,1,22.8,4,3.5,13,1,1,0
1,1,40,4,3.2,15,0,1,0
1,2,41.3,4,3,13,1,1,0
1,2,25.1,4,5.5,14,1,4,0
1,1,31.1,4,3.3,15,1,1,0
1,2,31.8,4,3.9,12,0,2,0
1,1,39.7,4,5.6,18,1,1,1
1,1,43.1,4,3,12,1,1,0
1,1,38.4,4,4.3,14,0,3,0
1,1,23.6,4,4,13,1,4,0
1,2,40.3,4,5.7,17,1,2,0
1,2,42,4,4.1,14,0,2,0
1,2,42.4,4,5.1,18,0,2,0
1,2,32.1,4,3.3,12,0,3,0
1,2,33.9,4,4.1,12,1,1,0
1,1,28,4,3.4,12,1,1,0
1,2,25.6,4,4.5,14,1,1,0
0,2,32,4,3.7,15,1,3,0
1,2,20.5,4,5.5,18,1,2,0
1,2,33.6,4,5.2,18,0,1,0
1,2,47.1,4,4.4,14,1,1,0
1,2,27.6,4,3,13,1,4,0
1,1,21.2,4,3.7,14,1,2,0
1,1,28.4,4,4.2,12,1,2,0
1,1,38.6,4,3.5,14,1,3,0
1,2,27.6,4,3,12,0,2,0
1,1,19.2,4,3,12,1,1,0
1,1,36.5,4,5.5,18,0,1,0
0,2,35.6,4,3.6,12,1,1,0
1,2,37.4,4,5.4,17,1,1,0
1,2,38.5,4,4.9,10,1,2,0
1,2,19.2,4,4.4,15,1,1,0
1,1,36.3,4,5.6,16,1,1,0
1,2,28.7,4,4.2,14,1,4,0
1,2,28.2,4,3,12,1,1,0
1,1,28.8,4,3,12,1,4,0
1,1,38,4,3.6,13,1,1,0
1,2,41.1,4,3,12,1,2,0
1,2,22.8,4,3.1,12,1,1,0
1,2,29.9,4,4.2,16,1,4,1
1,2,41.1,4,3,14,1,1,1
1,2,46.4,4,4.3,12,1,1,0
1,1,33.9,4,5.2,14,1,1,0
1,2,33,4,5.3,12,0,3,0
1,2,43.8,4,4.4,14,1,1,0
1,1,38.9,4,5.6,12,1,1,0
1,2,44.2,4,3,12,1,1,0
1,2,38.3,4,5,12,1,1,0
1,2,40.6,4,4.9,16,0,3,0
1,2,34,4,3,12,0,1,0
1,1,22.2,4,4.1,15,1,1,0
1,1,33,4,4.5,14,1,2,0
1,1,19.3,4,5.2,13,1,1,0
0,1,30,4,4,13,1,4,0
1,2,47,4,3,15,1,2,1
0,1,21.9,4,4.3,14,1,1,0
1,1,23,4,5.1,13,1,2,0
1,2,43.7,4,5.6,18,1,4,0
1,2,46.8,4,3.7,15,0,1,0
0,2,28.2,4,3.8,15,1,1,0
1,2,20.7,4,3.1,12,1,1,0
1,2,46.7,4,4.2,12,1,1,0
0,2,32.8,4,3.2,14,1,2,0
1,2,23.3,4,3.3,13,1,2,0
1,1,27.7,4,5.2,12,0,1,0
1,1,18.4,4,3,12,1,1,0
1,2,48.5,4,4.7,16,1,1,0
1,1,26.9,4,5.9,17,1,1,0
